username,count,dates,range,mean
PipAndSqueak,164,"[2010, 2007, 2015, 2015, 2006, 2008, 2006, 2008, 2009, 2018, 2009, 2014, 2016, 2009, 2008, 2014, 2006, 2009, 2016, 2017, 2011, 2014, 2006, 2015, 2016, 2015, 2019, 2013, 2012, 2018, 2008, 2017, 2008, 2019, 2005, 2013, 2009, 2015, 2016, 2018, 2016, 2011, 2008, 2006, 2008, 2017, 2019, 2012, 2014, 2018, 2014, 2012, 2015, 2010, 2013, 2010, 2009, 2014, 2008, 2018, 2011, 2009, 2008, 2017, 2015, 2009]",14,2012
waynegavin1,93,"[2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020]",0,2020
hellraiser7,65,"[2018, 2012, 2012, 2013, 2012, 2019, 2018, 2018, 2012, 2018, 2012, 2012, 2016, 2018, 2018, 2014, 2012, 2019, 2020, 2019, 2012, 2014, 2012, 2012, 2013, 2015, 2011, 2019, 2019, 2012, 2020, 2013, 2013, 2019, 2015, 2014, 2014, 2012, 2018, 2012, 2013, 2018, 2012, 2020, 2020, 2014, 2015, 2014, 2012, 2012, 2014, 2018, 2012, 2018, 2015, 2013, 2012, 2012, 2012, 2012, 2012]",9,2014
Ozzy2000,52,"[2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2019, 2008, 2008, 2010, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2009, 2008, 2008, 2008, 2008, 2007, 2007, 2007, 2008, 2008, 2008, 2008, 2008, 2008, 2008, 2008]",12,2008
areatw,70,"[2016, 2016, 2016, 2017, 2016, 2017, 2018, 2017, 2017, 2019, 2018, 2017, 2017, 2017, 2017, 2017, 2018, 2016, 2020, 2017, 2018, 2018, 2019, 2017, 2017, 2018, 2019, 2016, 2016, 2017, 2016, 2017, 2017, 2018, 2017, 2017, 2017, 2018, 2020, 2018, 2019, 2016, 2016, 2016, 2017, 2017, 2016, 2016, 2016, 2019, 2017, 2017, 2016, 2017, 2019, 2019, 2017, 2019, 2018, 2020, 2016, 2018, 2018, 2017, 2017, 2017, 2017, 2017, 2017, 2016, 2020, 2017, 2018, 2017, 2017, 2018, 2020, 2019, 2019, 2016, 2016, 2017, 2016, 2019, 2017, 2019, 2020, 2018, 2018, 2016, 2017, 2017, 2017, 2017, 2020, 2017, 2018, 2017, 2016, 2017, 2017, 2017, 2016, 2019, 2017, 2017, 2017, 2017, 2017, 2017, 2016, 2017, 2019, 2017, 2016, 2020, 2018, 2018, 2017, 2018, 2017, 2017, 2019, 2016, 2016, 2017, 2017, 2020, 2016, 2017, 2018, 2019, 2019, 2017, 2020, 2017, 2017, 2017, 2016, 2017, 2017, 2017, 2020, 2017, 2016, 2016, 2018, 2018, 2016, 2017, 2016, 2018, 2020, 2016, 2020, 2017, 2016, 2016, 2016, 2017, 2017, 2018, 2017, 2018, 2017, 2017, 2018, 2016, 2018, 2017, 2016, 2016, 2017, 2016, 2019, 2018, 2017, 2016, 2017, 2017, 2017, 2017, 2017, 2018, 2016, 2017, 2016, 2017, 2020, 2018, 2016, 2017, 2017, 2020, 2017, 2017, 2016, 2016, 2017, 2017, 2016, 2018, 2017, 2016, 2016, 2018, 2016, 2018, 2017, 2017, 2019, 2017, 2017, 2019, 2016, 2018, 2016, 2017, 2018, 2017, 2016, 2016, 2017, 2017, 2019, 2017, 2017, 2019, 2019, 2017]",4,2017
arfdawg-1,53,"[2014, 2018, 2018, 2019, 2014, 2017, 2017, 2014, 2014, 2019, 2016, 2019, 2016, 2019, 2017, 2015, 2018, 2019, 2019, 2019, 2017, 2020, 2018, 2019, 2018, 2020, 2015, 2017, 2014, 2017, 2017, 2014, 2015, 2019, 2017, 2019, 2019, 2015, 2018, 2015, 2017, 2017, 2013, 2014, 2018, 2020, 2020, 2018, 2019, 2020, 2016, 2017, 2019, 2015, 2010, 2019, 2014, 2017, 2014, 2019, 2015, 2014, 2018, 2019, 2010, 2019, 2014, 2017, 2019, 2016]",10,2016
christophe92300,55,"[2012, 2014, 2012, 2013, 2013, 2013, 2013, 2012, 2014, 2014, 2013, 2013, 2013, 2013, 2013, 2013, 2014, 2012, 2013, 2013, 2013, 2014, 2013, 2013, 2012, 2014, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2012, 2013, 2014, 2014, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2014, 2012, 2013, 2013, 2013, 2014, 2013, 2013, 2013, 2012, 2012, 2013, 2013, 2013, 2013, 2014, 2013, 2014, 2014, 2012, 2013, 2013, 2013, 2012, 2012, 2012, 2012, 2013, 2014, 2013, 2013, 2014, 2013, 2013, 2013, 2013, 2013, 2012, 2014, 2013, 2014, 2014, 2014, 2013, 2012, 2012, 2014, 2014, 2013, 2013, 2012, 2013, 2013, 2013, 2013, 2012, 2013, 2013, 2013]",2,2013
Maleplatypus,61,"[2014, 2012, 2018, 2017, 2015, 2019, 2019, 2016, 2015, 2014, 2016, 2011, 2019, 2014, 2013, 2013, 2011, 2014, 2015, 2014, 2013, 2017, 2012, 2019, 2014, 2017, 2011, 2015, 2012, 2015, 2019, 2017, 2013, 2012, 2018, 2011, 2017, 2014, 2015, 2012, 2016, 2011, 2011, 2019, 2016, 2018, 2011, 2013, 2011, 2012, 2012, 2014, 2012, 2012, 2015, 2012, 2012, 2016, 2012, 2012, 2020, 2011, 2015, 2018, 2015, 2014, 2014, 2011, 2014, 2018, 2012, 2020, 2016, 2016, 2011, 2018, 2013, 2011, 2011]",9,2014
jemps918,202,"[2007, 2008, 2007, 2008, 2008, 2008, 2010, 2007, 2007, 2007, 2008, 2006, 2006, 2008, 2010, 2007, 2007, 2007, 2007, 2007, 2007, 2009, 2008, 2007, 2008, 2009, 2010, 2010, 2008, 2008, 2007, 2008, 2007, 2008, 2008, 2006, 2007, 2008, 2009, 2008, 2007, 2008, 2007, 2008, 2007, 2009, 2007, 2009, 2007, 2007, 2006, 2008, 2007, 2007, 2008, 2009, 2006, 2007, 2008, 2007, 2009, 2008, 2006, 2007, 2007, 2008, 2007, 2007, 2007, 2006, 2007, 2009, 2007, 2007, 2008, 2008, 2010, 2009, 2008, 2008, 2008, 2006, 2009, 2007]",4,2007
cultfilmfreaksdotcom,337,"[2013, 2012, 2014, 2013, 2013, 2012, 2013, 2018, 2012, 2015, 2018, 2012, 2018, 2013, 2018, 2013, 2012, 2013, 2014, 2012, 2013, 2014, 2013, 2013, 2013, 2012, 2012, 2013, 2013, 2013, 2013, 2013, 2013, 2013, 2012, 2013, 2013, 2014, 2012, 2013, 2015, 2012, 2013, 2012, 2014, 2015, 2013, 2013, 2012, 2013, 2013, 2013, 2013, 2012, 2012, 2012, 2013, 2018, 2013, 2012, 2012, 2013, 2015, 2012, 2014, 2012, 2012, 2013, 2012, 2013, 2012, 2014, 2013, 2013, 2015, 2018, 2012, 2014, 2013, 2012, 2013, 2013, 2014, 2014, 2012, 2013, 2013, 2018, 2014, 2013, 2013, 2013, 2013, 2012, 2014, 2013, 2013, 2012, 2014]",6,2013
J_Batek_II,55,"[2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019]",1,2019
badajoz-1,85,"[2010, 2014, 2009, 2010, 2014, 2013, 2013, 2010, 2015, 2011, 2008, 2010, 2009, 2009, 2010, 2014, 2014, 2009, 2014, 2014, 2013, 2010, 2010, 2014, 2010, 2014, 2014, 2013, 2013, 2009, 2013, 2012, 2015, 2011, 2013, 2013, 2009, 2010, 2010, 2012, 2008, 2011, 2012, 2012, 2009, 2013, 2016, 2010, 2010, 2011, 2009, 2014, 2011, 2012, 2012, 2011, 2008, 2012, 2008, 2012, 2010, 2012, 2014, 2014, 2014, 2011, 2014, 2015, 2009, 2012, 2010, 2011, 2010, 2012, 2014, 2013, 2011, 2008, 2009, 2010, 2009, 2009, 2009, 2009, 2015]",8,2011
fwomp,356,"[2010, 2007, 2008, 2010, 2008, 2009, 2008, 2008, 2010, 2007, 2008, 2007, 2006, 2006, 2008, 2006, 2006, 2006, 2009, 2007, 2006, 2010, 2006, 2010, 2008, 2010, 2006, 2010, 2007, 2007, 2008, 2007, 2007, 2006, 2010, 2007, 2006, 2008, 2006, 2006, 2008, 2006, 2006, 2007, 2009, 2006, 2007, 2006, 2006, 2007, 2008, 2008, 2010, 2006, 2008, 2010, 2008, 2005, 2008, 2007, 2008, 2006, 2007, 2006, 2008, 2007, 2006, 2006, 2010, 2006, 2007, 2006, 2008, 2008, 2007, 2008, 2006, 2008, 2007, 2010, 2008, 2009, 2007, 2006, 2006, 2009, 2007, 2008, 2010, 2007, 2007, 2010, 2009, 2007, 2009, 2007, 2007, 2007, 2008, 2006, 2010, 2006, 2008, 2010, 2008, 2009, 2006, 2008, 2006, 2009, 2006, 2007, 2006, 2008, 2006, 2010, 2006, 2008, 2008, 2007, 2008, 2006, 2008, 2007, 2010, 2007, 2006, 2009, 2009, 2008, 2006, 2009, 2008, 2008, 2006, 2006, 2010, 2010, 2006, 2010, 2009, 2008, 2006, 2008, 2008, 2009, 2006, 2006, 2006, 2009]",5,2007
LeonardKniffel,67,"[2020, 2020, 2020, 2020, 2020, 2014, 2020, 2020, 2020, 2020, 2020, 2016, 2020, 2020, 2020, 2014, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2019, 2020, 2017, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2016, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020]",6,2019
brian_r_wright,149,"[2009, 2008, 2009, 2009, 2007, 2007, 2007, 2009, 2007, 2007, 2009, 2008, 2009, 2007, 2007, 2009, 2009, 2008, 2007, 2010, 2008, 2008, 2007, 2007, 2009, 2007, 2007, 2009, 2007, 2009, 2009, 2007, 2007, 2007, 2007, 2008, 2007, 2007, 2007, 2009, 2008, 2007, 2009, 2007, 2007, 2009, 2007, 2007, 2007, 2008]",3,2007
Red-125,67,"[2017, 2009, 2004, 2014, 1999, 2016, 2011, 2006, 2018, 2018, 2008, 2012, 2004, 2016, 2017, 2010, 2011, 2005, 2017, 2005, 2008, 2014, 2016, 2008, 2007, 2016, 2006, 2003, 2003, 2008, 2015, 2006, 2011, 2012, 2002, 2008, 2007, 2007, 2005, 2010, 2009, 2014, 2015, 2015, 2013, 2008, 2002, 2015, 2012, 2019, 2019, 2005, 2016, 2008, 2009, 2018, 2014, 2014, 2011, 2007, 2002, 2008, 2003, 2019, 2013, 2007, 2008, 2018, 2008, 2019, 2010, 2018, 2016, 2012, 2010, 2015]",20,2010
capone666,119,"[2016, 2018, 2014, 2011, 2016, 2010, 2014, 2013, 2012, 2016, 2015, 2018, 2019, 2014, 2012, 2010, 2017, 2017, 2018, 2015, 2018, 2015, 2014, 2019, 2013, 2017, 2010, 2015, 2018, 2017, 2011, 2011, 2016, 2017, 2015, 2019, 2015, 2015, 2018, 2011, 2018, 2018, 2019, 2015, 2012, 2011, 2016, 2011, 2018, 2016, 2011, 2014, 2014, 2011, 2015, 2012, 2010, 2018, 2017, 2010, 2011, 2016, 2019, 2019, 2014, 2012, 2018, 2018, 2016, 2010, 2017, 2013, 2010, 2017, 2014, 2017, 2016, 2013, 2016, 2014, 2012, 2017, 2010, 2014, 2015, 2016, 2013, 2012, 2015, 2014, 2017, 2010, 2013, 2011, 2015, 2017, 2016, 2019, 2013, 2012, 2015, 2011, 2018, 2015, 2015, 2010, 2017, 2014, 2015, 2012, 2014, 2019, 2014, 2014, 2017, 2017, 2016, 2013, 2011, 2011, 2014, 2011, 2013, 2018, 2017, 2011, 2013, 2014, 2010, 2018, 2012, 2014, 2012, 2010, 2018, 2014, 2015, 2011, 2013, 2010, 2015, 2010, 2010, 2013, 2018, 2015, 2013, 2017, 2014, 2015, 2017, 2016, 2015, 2011, 2018, 2010, 2015, 2017, 2011, 2017, 2013, 2017, 2013, 2011, 2013, 2017, 2014, 2013, 2015, 2015, 2015, 2012, 2015, 2014, 2013, 2013, 2016, 2011, 2012, 2011, 2014, 2015, 2012, 2015, 2017, 2018, 2012, 2013, 2012, 2017, 2018, 2015, 2011, 2014, 2013, 2013, 2013, 2013, 2017, 2017, 2011, 2015, 2012, 2018, 2016, 2010, 2012, 2011, 2018, 2011, 2011, 2013, 2011, 2017, 2016, 2010, 2016, 2010, 2018, 2015, 2012, 2010, 2012, 2010, 2010, 2016, 2013, 2013, 2013, 2016, 2011, 2015, 2016, 2017, 2019, 2017, 2016, 2013, 2016, 2016, 2016, 2011, 2016, 2016, 2011, 2013, 2011, 2012, 2011, 2012, 2014, 2012, 2012, 2016, 2010, 2014, 2012, 2011, 2012, 2018, 2016, 2013, 2013, 2016, 2012, 2011, 2014, 2018, 2015, 2012, 2010, 2014, 2019, 2011, 2016, 2016, 2010, 2014, 2013, 2018, 2011, 2013, 2013, 2015, 2014, 2012, 2014, 2015, 2015, 2013, 2011, 2011, 2010, 2019, 2014, 2016, 2017, 2016, 2014, 2010, 2014, 2016, 2016, 2015, 2013, 2013, 2016, 2010, 2016, 2014, 2018, 2013, 2011, 2015, 2010, 2012, 2013, 2010, 2010, 2015, 2016, 2014, 2013, 2012, 2010, 2013, 2011, 2018, 2014, 2018, 2010, 2011, 2012, 2017, 2015, 2012, 2011, 2010, 2016, 2016, 2013, 2013, 2015, 2015, 2018, 2017, 2015, 2017, 2013, 2013, 2011, 2013, 2016]",9,2014
lasttimeisaw,117,"[2014, 2011, 2014, 2011, 2010, 2012, 2018, 2014, 2019, 2013, 2010, 2017, 2010, 2012, 2014, 2015, 2018, 2015, 2012, 2016, 2012, 2015, 2018, 2017, 2015, 2016, 2017, 2015, 2013, 2016, 2015, 2018, 2011, 2012, 2012, 2012, 2016, 2016, 2014, 2014, 2014, 2012, 2007, 2007, 2017, 2016, 2020, 2012, 2012, 2017, 2011, 2016, 2012, 2016, 2014, 2016, 2011, 2010, 2014, 2013, 2016, 2016, 2013, 2012, 2017, 2011, 2014, 2013, 2015, 2015, 2016, 2015, 2013, 2011, 2016, 2013, 2015, 2015, 2014, 2015, 2017, 2014, 2014, 2015, 2013, 2019, 2014, 2018, 2016, 2016, 2020, 2010, 2011, 2016, 2014, 2017, 2012, 2011, 2012, 2020, 2018, 2010, 2018, 2015, 2014, 2011, 2013, 2017, 2017, 2020, 2019, 2015, 2015, 2017, 2011, 2015, 2019, 2011, 2016, 2012, 2013, 2017, 2013, 2013, 2017, 2017, 2012, 2016, 2014, 2015, 2013, 2015, 2012, 2011, 2019, 2011, 2015, 2020, 2018, 2011, 2013, 2012, 2012, 2017, 2018, 2017, 2018, 2014, 2014, 2014, 2019, 2013, 2013, 2007, 2019, 2011, 2010, 2013, 2012, 2011, 2012, 2018, 2011, 2011, 2019, 2019, 2016, 2016, 2014, 2011, 2015, 2012, 2014, 2015, 2017, 2013, 2017, 2015, 2012, 2011, 2017, 2011, 2015, 2017, 2016, 2013, 2015, 2018, 2016, 2016, 2011, 2012, 2012, 2011, 2018, 2011, 2014, 2012, 2012, 2012, 2019, 2013, 2017, 2010, 2012, 2017, 2016, 2012, 2020, 2014, 2011, 2007, 2012, 2010, 2014, 2013, 2017, 2016, 2013, 2015, 2014, 2007, 2012, 2013, 2014, 2013, 2013, 2012, 2011, 2012, 2016, 2017, 2011, 2015, 2014, 2011, 2011, 2014, 2016, 2014, 2016, 2014, 2018, 2010, 2015, 2018, 2010, 2011, 2020, 2013, 2014, 2015, 2011, 2017, 2013, 2018, 2012, 2012, 2015, 2011, 2020, 2016, 2012, 2012, 2015, 2016, 2011, 2015, 2017, 2013, 2012, 2014, 2011, 2017, 2015, 2013, 2016]",13,2014
richard-1787,84,"[2008, 2020, 2013, 2010, 2014, 2015, 2010, 2013, 2016, 2012, 2020, 2017, 2009, 2017, 2012, 2014, 2009, 2019, 2009, 2019, 2016, 2017, 2015, 2020, 2015, 2017, 2012, 2012, 2013, 2017, 2019, 2017, 2009, 2013, 2015, 2015, 2016, 2015, 2016, 2010, 2016, 2017, 2008, 2014, 2018, 2014, 2010, 2018, 2014, 2013, 2008, 2018, 2014, 2013, 2010, 2017, 2015, 2019, 2016]",12,2014
yasir619,50,"[2020, 2018, 2020, 2018, 2019, 2018, 2018, 2019, 2019, 2019, 2019, 2018, 2019, 2019, 2019, 2020, 2019, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2019, 2018, 2018, 2020, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2018, 2018, 2018, 2018, 2018, 2019, 2018, 2019, 2019, 2018, 2018]",2,2018
Marwan-Bob,109,"[2020, 2020, 2019, 2017, 2019, 2017, 2019, 2017, 2019, 2017, 2019, 2017, 2017, 2017, 2017, 2019, 2019, 2019, 2017, 2019, 2017, 2019, 2019, 2019, 2017, 2020, 2019, 2017, 2017, 2019, 2017, 2019, 2019, 2019, 2019, 2017, 2019, 2017, 2019, 2017, 2017, 2017, 2019, 2017, 2019, 2019, 2017, 2019, 2019, 2019, 2019, 2019, 2017, 2019, 2019, 2019, 2019, 2019, 2019]",3,2018
nicolechan916,62,"[2016, 2015, 2016, 2015, 2015, 2016, 2015, 2014, 2014, 2016, 2014, 2016, 2015, 2016, 2014, 2016, 2014, 2016, 2014, 2016, 2016, 2015, 2017, 2014, 2016, 2015, 2017, 2014, 2014, 2014, 2014, 2015, 2014, 2016, 2016, 2015, 2017, 2015, 2014, 2014, 2014, 2016, 2015, 2014, 2016, 2015, 2015, 2015, 2016, 2016, 2014, 2016, 2015, 2014, 2016, 2016, 2017, 2016, 2014, 2016, 2015, 2016, 2016, 2015, 2014, 2015, 2015, 2015, 2015, 2015, 2015, 2016, 2015, 2015, 2015, 2014, 2016, 2014, 2015, 2015, 2016, 2015, 2016, 2014, 2015, 2014, 2016, 2015, 2016, 2016, 2014, 2017, 2016]",3,2015
henry8-3,262,"[2019, 2020, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2018, 2018, 2019, 2020, 2019, 2019, 2018, 2020, 2018, 2018, 2019, 2019, 2019, 2018, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2019, 2019, 2005, 2020, 2018, 2019, 2020, 2019, 2020, 2020, 2001, 2019, 2019, 2020, 2019, 2018, 2019, 2018, 2018, 2019, 2019, 2019, 2020, 2020, 2020, 2020, 2019, 2019, 2020, 2019, 2020, 2020, 2019, 1999, 2020]",21,2018
eddie_baggins,92,"[2016, 2018, 2014, 2016, 2020, 2014, 2020, 2018, 2018, 2014, 2014, 2019, 2017, 2019, 2014, 2017, 2015, 2013, 2018, 2019, 2016, 2015, 2019, 2018, 2017, 2016, 2015, 2017, 2014, 2015, 2019, 2015, 2018, 2017, 2019, 2018, 2015, 2016, 2014, 2019, 2013, 2013, 2018, 2015, 2019, 2018, 2016, 2016, 2018, 2020, 2014, 2018, 2018, 2018, 2016, 2016, 2018, 2016, 2014, 2017, 2014, 2020, 2015, 2015, 2016, 2015, 2017, 2018, 2019, 2015, 2015, 2016, 2014, 2014, 2019, 2014, 2013, 2019, 2014, 2014, 2017, 2016, 2016, 2014, 2018, 2017, 2019, 2015, 2018, 2018, 2020, 2014, 2014, 2013, 2017, 2019, 2017, 2017, 2014, 2015, 2017, 2020, 2019, 2016, 2015, 2017, 2019, 2016, 2018, 2016, 2017, 2017, 2017, 2014, 2020, 2015, 2016, 2015, 2017, 2019, 2016, 2017, 2020, 2019, 2020, 2015, 2015, 2017, 2018, 2013, 2018, 2017, 2015, 2014, 2013, 2019, 2020, 2017, 2016, 2017, 2016, 2017, 2013, 2016, 2018, 2016, 2020, 2016, 2014, 2014, 2015, 2014, 2015, 2019, 2016, 2017, 2020, 2015, 2017, 2016, 2016, 2016, 2019, 2017, 2016, 2019, 2015, 2017, 2016, 2015, 2016, 2016, 2014, 2016, 2014, 2019, 2017, 2015, 2014, 2019, 2016, 2013, 2014, 2016, 2015, 2014, 2015, 2019, 2019, 2014, 2019, 2016, 2017, 2015, 2015, 2014, 2019, 2016, 2014, 2013, 2016, 2014, 2018, 2013, 2015, 2015, 2016, 2014, 2013, 2015, 2014, 2017, 2014, 2018, 2018, 2020, 2019, 2015, 2019, 2016, 2017, 2016, 2015, 2017, 2017, 2016, 2014, 2019, 2016, 2016]",7,2016
fertilecelluloid,54,"[2005, 2008, 2006, 2007, 2007, 2006, 2006, 2006, 2005, 2008, 2004, 2007, 2007, 2006, 2009, 2008, 2009, 2007, 2006, 2006, 2006, 2003, 2006, 2006, 2005, 2009, 2006, 2003, 2008, 2005, 2006, 2006, 2009, 2004, 2006, 2006, 2004, 2006, 2005, 2006, 2004, 2009, 2005, 2006, 2009, 2006, 2005, 2007, 2006, 2008, 2008, 2006, 2008, 2005, 2006, 2004, 2006, 2008, 2005, 2009, 2006, 2004, 2009, 2008, 2006, 2006, 2006, 2006, 2008, 2007]",6,2006
mike48128,65,"[2018, 2018, 2017, 2012, 2017, 2016, 2015, 2009, 2015, 2013, 2017, 2017, 2013, 2012, 2017, 2019, 2016, 2014, 2013, 2016, 2016, 2012, 2015, 2017, 2014, 2019, 2014, 2017, 2017, 2017, 2014, 2014, 2016, 2018, 2018, 2013, 2016, 2016, 2018, 2014, 2012, 2013, 2017, 2016, 2013, 2017, 2013, 2017, 2013, 2013, 2013, 2013, 2017, 2016, 2018, 2014, 2020, 2017, 2015, 2014, 2017, 2020, 2018, 2013, 2018, 2016, 2016, 2017, 2018, 2013, 2015, 2017, 2016, 2020, 2013, 2014, 2020, 2018, 2014, 2017, 2012, 2017, 2017, 2017, 2019, 2017, 2020, 2015, 2016, 2014, 2014, 2018, 2017]",11,2015
morganstephens512,90,"[2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017]",0,2017
rebeljenn,94,"[2005, 2006, 2005, 2005, 2004, 2005, 2005, 2005, 2006, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2006, 2005, 2005, 2005, 2005, 2006, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2006, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2005, 2007, 2005, 2006, 2005, 2005, 2005, 2006, 2006, 2006, 2004, 2006, 2006, 2006, 2006, 2006, 2006, 2006, 2006, 2006, 2006, 2007, 2006, 2006, 2005, 2006, 2006, 2006, 2006, 2005, 2006, 2006, 2006, 2006, 2005, 2006, 2006, 2006, 2006, 2006, 2006, 2006, 2006, 2006, 2004, 2006, 2006, 2006, 2006, 2006, 2006, 2005, 2005, 2005, 2005, 2005, 2006, 2005, 2005, 2005, 2005, 2005, 2005, 2006, 2005, 2005, 2005, 2006, 2006, 2006, 2006, 2006, 2006, 2006, 2006, 2006, 2006, 2006, 2006, 2004, 2006]",3,2005
christian123,125,"[2005, 2005, 2005, 2006, 2006, 2005, 2005, 2005, 2005, 2004, 2004, 2006, 2005, 2005, 2004, 2005, 2005, 2005, 2006, 2006, 2004, 2005, 2006, 2004, 2005, 2005, 2006, 2005, 2007, 2005, 2005, 2006, 2005, 2005, 2006, 2005, 2006, 2004, 2005, 2006, 2005, 2004, 2005, 2007, 2004, 2007, 2007, 2007, 2005, 2006, 2004, 2006, 2006, 2006, 2005]",3,2005
johnnymacbest,167,"[2009, 2008, 2008, 2010, 2008, 2011, 2008, 2010, 2011, 2014, 2006, 2007, 2008, 2016, 2009, 2014, 2008, 2008, 2010, 2014, 2010, 2008, 2013, 2008, 2011, 2012, 2015, 2009, 2009, 2013, 2012, 2010, 2007, 2011, 2010, 2012, 2011, 2012, 2009, 2008, 2008, 2008, 2008, 2008, 2008, 2015, 2011, 2009, 2010, 2008, 2008, 2014, 2012, 2009, 2008, 2012, 2008, 2008, 2012, 2008, 2011, 2009, 2011, 2009, 2008, 2008, 2006, 2009, 2017, 2013, 2008, 2009, 2011, 2008, 2008, 2011]",11,2009
srdjan_veljkovic,69,"[2017, 2017, 2019, 2019, 2018, 2016, 2017, 2018, 2016, 2017, 2016, 2019, 2018, 2016, 2018, 2016, 2017, 2016, 2016, 2016, 2016, 2017, 2018, 2016, 2017, 2018, 2019, 2016, 2016, 2017, 2016, 2020, 2019, 2016, 2017, 2017, 2016, 2016, 2020, 2016, 2016, 2016, 2016, 2016, 2018, 2016, 2017, 2017, 2016, 2016]",4,2016
westsideschl,72,"[2020, 2018, 2019, 2017, 2018, 2019, 2019, 2018, 2018, 2018, 2018, 2018, 2019, 2019, 2012, 2015, 2017, 2014, 2019, 2017, 2016, 2018, 2019, 2018, 2015, 2020, 2015, 2017, 2020, 2020, 2018, 2015, 2020, 2017, 2017, 2019, 2020, 2020, 2016, 2018, 2020, 2019, 2018, 2019, 2018, 2018, 2014, 2014, 2014, 2019, 2014, 2015, 2018, 2019, 2015, 2017, 2019]",8,2017
